"filas_base_completa","filas_humedas","ceros_total","prop_ceros_total","ceros_aegypti","prop_ceros_aegypti","ceros_albopictus","prop_ceros_albopictus"
8720,1263,1076,0.85193982581156,1147,0.908155186064925,1200,0.950118764845606
