"variable","n","media","mediana","varianza","minimo","maximo"
"prevalence",8720,0.0240825688073395,0,0.0235052942482462,0,1
"immatures_presencia",8720,0.0240825688073395,0,0.0235052942482462,0,1
"total_mosquito_emerged",8720,0.147935779816514,0,1.87259580732156,0,42
"aedes_total",8720,0.123394495412844,0,1.6893253266356,0,42
"aedes_aegypti",8720,0.0810779816513761,0,1.07416881144311,0,42
"aedes_albopictus",8720,0.0420871559633028,0,0.476379632269924,0,30
